1,1,0.0,0.0,452.2900695800781,800.0,0.9989088773727417,-1,-1,-1
1,2,464.4311828613281,461.73077392578125,105.50448608398438,280.95166015625,0.8430154323577881,-1,-1,-1
1,3,639.10205078125,368.14654541015625,84.8826904296875,257.39886474609375,0.7270761132240295,-1,-1,-1
1,4,674.6422729492188,351.87994384765625,75.15185546875,248.2547607421875,0.7165266871452332,-1,-1,-1
1,5,541.83544921875,414.47320556640625,103.291259765625,283.911865234375,0.6710197329521179,-1,-1,-1
1,6,608.7587890625,380.22747802734375,75.3489990234375,252.747802734375,0.6444510817527771,-1,-1,-1
2,7,0.0,0.0,442.7506103515625,800.0,0.9990946054458618,-1,-1,-1
2,8,457.37823486328125,445.192626953125,88.38818359375,302.3267822265625,0.81377774477005,-1,-1,-1
2,9,672.5368041992188,366.56854248046875,59.46484375,220.39849853515625,0.73333340883255,-1,-1,-1
2,10,540.3072509765625,409.27203369140625,75.2745361328125,280.63232421875,0.7210693955421448,-1,-1,-1
2,11,496.3121032714844,428.1773376464844,83.83804321289062,304.3711242675781,0.7007629871368408,-1,-1,-1
2,12,699.2572631835938,359.01910400390625,57.2900390625,218.28253173828125,0.6416884660720825,-1,-1,-1
2,13,652.16650390625,370.0131530761719,60.7864990234375,225.91629028320312,0.6335884928703308,-1,-1,-1
2,14,576.9811401367188,397.71673583984375,69.7393798828125,256.031982421875,0.5554069876670837,-1,-1,-1
2,15,605.26123046875,383.2716979980469,59.5540771484375,230.28689575195312,0.5167057514190674,-1,-1,-1
2,16,625.2703857421875,369.86187744140625,66.8787841796875,260.34686279296875,0.5140901207923889,-1,-1,-1
3,17,0.52728271484375,2.02886962890625,455.03497314453125,797.9711303710938,0.9989734888076782,-1,-1,-1
3,18,466.99627685546875,457.34454345703125,97.2947998046875,278.16357421875,0.8255488276481628,-1,-1,-1
3,19,676.9197387695312,354.38153076171875,70.9688720703125,241.232421875,0.7228044271469116,-1,-1,-1
3,20,616.5159912109375,380.62890625,75.1923828125,247.96405029296875,0.7073571085929871,-1,-1,-1
3,21,643.6836547851562,366.0712890625,82.11962890625,255.87554931640625,0.7039369344711304,-1,-1,-1
3,22,546.7611083984375,414.76910400390625,85.9974365234375,278.6661376953125,0.6742249131202698,-1,-1,-1
4,23,0.0,0.0,444.65911865234375,800.0,0.9990077614784241,-1,-1,-1
4,24,447.8846740722656,452.90643310546875,111.58700561523438,298.2047119140625,0.8489731550216675,-1,-1,-1
4,25,669.8545532226562,367.2290344238281,60.61572265625,222.37625122070312,0.7621802687644958,-1,-1,-1
4,26,492.8365478515625,434.1644592285156,82.767578125,300.3431091308594,0.7226427793502808,-1,-1,-1
4,27,539.8883666992188,411.615966796875,73.2684326171875,282.48828125,0.70478755235672,-1,-1,-1
4,28,698.9478759765625,360.737548828125,57.8924560546875,219.315185546875,0.6842143535614014,-1,-1,-1
4,29,650.0928344726562,368.0732421875,60.7122802734375,229.1439208984375,0.6704222559928894,-1,-1,-1
4,30,634.5763549804688,373.2647705078125,52.161376953125,224.578125,0.6107572317123413,-1,-1,-1
4,31,574.4840698242188,400.53857421875,70.0264892578125,266.9727783203125,0.5729422569274902,-1,-1,-1
5,32,0.0,4.211090087890625,457.3623352050781,795.7889404296875,0.998857855796814,-1,-1,-1
5,33,467.41973876953125,458.98211669921875,96.0279541015625,279.416748046875,0.8203454613685608,-1,-1,-1
5,34,624.1192016601562,373.05413818359375,96.7730712890625,267.08544921875,0.740621030330658,-1,-1,-1
5,35,676.5150146484375,353.4825439453125,71.8470458984375,248.60540771484375,0.6375711560249329,-1,-1,-1
5,36,521.5377807617188,426.90185546875,108.87744140625,278.2763671875,0.5735089182853699,-1,-1,-1
6,37,0.0,0.0,443.43035888671875,800.0,0.9989597797393799,-1,-1,-1
6,38,447.0437927246094,457.9410400390625,112.39627075195312,292.679443359375,0.8835084438323975,-1,-1,-1
6,39,671.9611206054688,366.4378356933594,60.3492431640625,223.24777221679688,0.7683453559875488,-1,-1,-1
