0,0,331,343,51,104,1.0,1,1.0
0,1,382,346,36,101,1.0,1,1.0
0,2,793,341,48,110,1.0,1,1.0
0,3,736,322,38,101,1.0,1,1.0
0,4,99,405,55,111,1.0,1,1.0
0,5,584,296,32,98,1.0,1,1.0
0,6,834,344,35,86,1.0,1,1.0
0,7,512,301,35,98,1.0,1,1.0
0,8,717,299,27,91,1.0,1,1.0
0,9,720,253,25,29,1.0,1,1.0
0,10,190,392,57,130,1.0,1,1.0
0,11,479,308,30,89,1.0,1,1.0
0,12,743,332,23,42,1.0,1,1.0
0,13,686,512,36,27,1.0,1,1.0
0,14,616,282,18,106,1.0,1,1.0
0,15,502,257,29,70,1.0,1,1.0
0,16,338,384,20,28,1.0,1,1.0
0,17,831,411,38,129,1.0,1,1.0
0,18,402,373,23,29,1.0,1,1.0
0,19,651,187,130,55,1.0,1,1.0
0,20,529,219,15,54,1.0,1,1.0
0,21,432,258,26,77,1.0,1,1.0
0,22,462,268,31,77,1.0,1,1.0
0,23,756,258,13,27,1.0,1,1.0
0,24,394,234,29,79,1.0,1,1.0
0,25,373,234,11,38,1.0,1,1.0
1,0,331,344,50,107,1.0,1,1.0
1,1,382,348,33,98,1.0,1,1.0
1,2,737,320,35,102,1.0,1,1.0
1,3,792,344,48,107,1.0,1,1.0
1,4,100,404,56,108,1.0,1,1.0
1,5,830,341,36,97,1.0,1,1.0
1,6,202,392,46,117,1.0,1,1.0
1,7,587,290,32,104,1.0,1,1.0
1,8,513,302,34,94,1.0,1,1.0
1,9,480,308,30,89,1.0,1,1.0
1,10,720,252,24,31,1.0,1,1.0
1,11,718,308,26,82,1.0,1,1.0
1,12,338,385,21,28,1.0,1,1.0
1,13,179,404,54,131,1.0,1,1.0
1,14,742,333,22,41,1.0,1,1.0
1,15,614,282,20,105,1.0,1,1.0
1,16,501,256,31,71,1.0,1,1.0
1,17,650,186,134,60,1.0,1,1.0
1,18,178,433,51,71,1.0,1,1.0
1,19,401,376,22,26,1.0,1,1.0
1,20,528,219,17,54,1.0,1,1.0
1,21,756,258,13,27,1.0,1,1.0
1,22,372,234,13,39,1.0,1,1.0
1,23,462,266,32,80,1.0,1,1.0
1,24,832,404,37,136,1.0,1,1.0
1,25,433,265,25,73,1.0,1,1.0
2,0,331,344,49,109,1.0,1,1.0
2,1,380,348,38,99,1.0,1,1.0
2,2,100,403,58,104,1.0,1,1.0
2,3,736,319,34,103,1.0,1,1.0
2,4,791,342,46,105,1.0,1,1.0
2,5,828,340,36,89,1.0,1,1.0
2,6,179,397,58,142,1.0,1,1.0
2,7,691,514,33,25,1.0,1,1.0
2,8,586,290,32,107,1.0,1,1.0
2,9,199,392,49,131,1.0,1,1.0
2,10,515,301,31,97,1.0,1,1.0
2,11,719,252,25,32,1.0,1,1.0
2,12,480,312,30,85,1.0,1,1.0
2,13,401,377,23,27,1.0,1,1.0
2,14,832,413,38,126,1.0,1,1.0
2,15,719,308,26,82,1.0,1,1.0
2,16,337,384,21,30,1.0,1,1.0
2,17,609,261,27,131,1.0,1,1.0
2,18,502,258,31,70,1.0,1,1.0
2,19,373,233,12,39,1.0,1,1.0
2,20,650,187,134,60,1.0,1,1.0
2,21,528,219,17,55,1.0,1,1.0
2,22,756,258,13,27,1.0,1,1.0
2,23,407,256,28,97,1.0,1,1.0
2,24,178,428,44,69,1.0,1,1.0
2,25,461,271,28,74,1.0,1,1.0
